origin,fit_end,val_end,test_end,horizon,source_index,target_index,method,window_length,ridge,raw_rmse,w2,min_pred_eig,reference_residual,reference_refreshed,reference_fallback
1,170,224,267,4,234,238,cholesky_gaussian_ar,224.0,0.1,0.4023472597281843,18.733394146498735,0.1723806527584276,,,
1,170,224,267,4,234,238,euclidean_gaussian_ar,224.0,0.1,0.4160238685761188,19.50743595446284,0.2716740533136505,,,
1,170,224,267,4,234,238,fixed_bwar,224.0,0.1,0.4340372069428111,20.705270538376677,0.12674043955154493,,,
1,170,224,267,4,234,238,local_bwar,48.0,0.1,0.39121264995861055,17.247978030477757,0.1424556854881458,4.814975875371643e-10,1.0,0.0
1,170,224,267,4,234,238,log_euclidean_gaussian_ar,224.0,0.1,0.38779397924506515,16.893952742440437,0.11604971684425595,,,
1,170,224,267,4,234,238,persistence,,,0.6416850217641642,43.52785963341785,0.03947710705442082,,,
1,170,224,267,4,234,238,raw_var_window_ar,72.0,1e-06,0.4996672580505772,90.30357902700668,9.99999999988892e-09,,,
1,170,224,267,4,234,238,seasonal_window_naive,72.0,,0.6416850217641642,43.527912080550436,0.03946711705441801,,,
1,170,224,267,4,235,239,cholesky_gaussian_ar,224.0,0.1,0.3618431485899152,17.50460307396032,0.19209726837429947,,,
1,170,224,267,4,235,239,euclidean_gaussian_ar,224.0,0.1,0.31331030884624606,15.26906295347716,0.2889869664800682,,,
1,170,224,267,4,235,239,fixed_bwar,224.0,0.1,0.4079636045159457,20.09622308235325,0.1313264374843084,,,
1,170,224,267,4,235,239,local_bwar,48.0,0.1,0.36061929803096143,16.532113313021984,0.1433892334215142,4.95271465943576e-10,1.0,0.0
1,170,224,267,4,235,239,log_euclidean_gaussian_ar,224.0,0.1,0.3528291396347027,16.025395392591886,0.1281820463945519,,,
1,170,224,267,4,235,239,persistence,,,0.7954248637242726,59.248474416004086,0.03759778266026028,,,
1,170,224,267,4,235,239,raw_var_window_ar,72.0,1e-06,0.5733820712687907,103.88847285813537,9.999999999519297e-09,,,
1,170,224,267,4,235,239,seasonal_window_naive,72.0,,0.7954248637242727,59.248540345866864,0.037587792660260376,,,
1,170,224,267,4,236,240,cholesky_gaussian_ar,224.0,0.1,0.28023893573358954,12.959543982522643,0.17982128577503215,,,
1,170,224,267,4,236,240,euclidean_gaussian_ar,224.0,0.1,0.25019219616304195,12.373868277225752,0.25886433406106246,,,
1,170,224,267,4,236,240,fixed_bwar,224.0,0.1,0.3169685822277475,14.06781277104505,0.13085901209392464,,,
1,170,224,267,4,236,240,local_bwar,48.0,0.1,0.3251138117127814,13.823696951262232,0.13853344394194123,5.374929112250832e-10,1.0,0.0
1,170,224,267,4,236,240,log_euclidean_gaussian_ar,224.0,0.1,0.29531042434321597,12.70696619763984,0.12207111023247688,,,
1,170,224,267,4,236,240,persistence,,,0.5535083778685569,36.02194087910338,0.03369965470600946,,,
1,170,224,267,4,236,240,raw_var_window_ar,72.0,1e-06,0.5785865880924719,96.36534612209469,9.999999999921916e-09,,,
1,170,224,267,4,236,240,seasonal_window_naive,72.0,,0.5535083778685568,36.0220072138694,0.03368966470600776,,,
1,170,224,267,4,237,241,cholesky_gaussian_ar,224.0,0.1,0.3726057628017591,18.011648297804296,0.14464962341606366,,,
1,170,224,267,4,237,241,euclidean_gaussian_ar,224.0,0.1,0.2630378527315457,10.81394647629898,0.20185562701020765,,,
1,170,224,267,4,237,241,fixed_bwar,224.0,0.1,0.36695605199556175,14.959192536852035,0.11438425670724457,,,
1,170,224,267,4,237,241,local_bwar,48.0,0.1,0.23620087242010182,10.768816398952616,0.12507682939369633,5.49318038955511e-10,1.0,0.0
1,170,224,267,4,237,241,log_euclidean_gaussian_ar,224.0,0.1,0.34788333693913903,19.42944692578251,0.0979302220468377,,,
1,170,224,267,4,237,241,persistence,,,0.4250967678525535,21.249022433465402,0.04590815177754432,,,
1,170,224,267,4,237,241,raw_var_window_ar,72.0,1e-06,0.7642765418619749,118.25508148453558,9.999999999299633e-09,,,
1,170,224,267,4,237,241,seasonal_window_naive,72.0,,0.42509676785255335,21.249138809313095,0.04589816177754609,,,
1,170,224,267,4,238,242,cholesky_gaussian_ar,224.0,0.1,0.7104524407400364,42.574733841481745,0.12254178053009956,,,
1,170,224,267,4,238,242,euclidean_gaussian_ar,224.0,0.1,0.4866765489742777,23.679318649899912,0.12870622949558014,,,
1,170,224,267,4,238,242,fixed_bwar,224.0,0.1,0.6910352320378174,37.851748412521104,0.10712651954333616,,,
1,170,224,267,4,238,242,local_bwar,48.0,0.1,0.5259527585751854,27.3060897916588,0.12050438302569448,5.965624315113499e-10,1.0,0.0
1,170,224,267,4,238,242,log_euclidean_gaussian_ar,224.0,0.1,0.6721397677249038,41.76412050317437,0.08003172823564479,,,
1,170,224,267,4,238,242,persistence,,,0.9980984124087033,88.96561899724998,0.04548151533717569,,,
1,170,224,267,4,238,242,raw_var_window_ar,72.0,1e-06,1.0627737845259118,155.31507311636153,9.9999999998532e-09,,,
