regime,target_delta,horizon,method,n_replications,percent_change_mean,percent_change_se,test_w2_mean,test_w2_se,loss_ratio_mean,loss_ratio_se,repair_rate,start_reference_distance,end_reference_distance,percent_change_ci_low,percent_change_ci_high,test_w2_ci_low,test_w2_ci_high,loss_ratio_ci_low,loss_ratio_ci_high
continuing,0.0,6,log_euclidean,100,1.4422118299329065,0.16523522553786352,0.24393304300231033,0.0025704720850788622,0.67695139762636,0.005133607719254917,0.0,4.50603908338973e-08,4.50603908338973e-08,1.118350787878694,1.766072871987119,0.23889491771555577,0.2489711682890649,0.6668895264966204,0.6870132687560997
continuing,0.0,6,fixed,100,0.0,0.0,0.2404189046255769,0.002459211657549496,0.6674573955675043,0.005125207765059583,0.0,4.50603908338973e-08,4.50603908338973e-08,0.0,0.0,0.2355988497767799,0.24523895947437394,0.6574119883479875,0.677502802787021
continuing,0.0,6,local,100,0.220003226314827,0.007303759522689707,0.2409501321561898,0.002466797672466794,0.6689306750410959,0.005143330310988686,0.0,4.50603908338973e-08,4.50603908338973e-08,0.20568785765035516,0.23431859497929883,0.2361152087181549,0.2457850555942247,0.6588497476315581,0.6790116024506337
stable,0.6,1,persistence,100,-17.94401717513246,0.38865189915213005,0.1322570459466196,0.0009573544946513992,1.0,0.0,0.0,0.599999999999999,0.599999999999999,-18.705774897470633,-17.182259452794284,0.13038063113710285,0.13413346075613636,1.0,1.0
stable,0.6,1,euclidean,100,-0.862184131045072,0.2714411151578774,0.15998056284849466,0.0012571905525775447,1.2098550661341796,0.004406410013818647,0.0,0.599999999999999,0.599999999999999,-1.3942087167545116,-0.3301595453356323,0.15751646936544267,0.16244465633154664,1.201218502507095,1.2184916297612642
stable,0.6,1,cholesky,100,-2.117416278132322,0.27480072879479117,0.15795785785080177,0.001248735510931966,1.1947335430898476,0.00493222294065787,0.0,0.599999999999999,0.599999999999999,-2.6560257065701127,-1.5788068496945313,0.1555103362493751,0.16040537945222844,1.1850663861261581,1.204400700053537
stable,0.6,1,log_euclidean,100,-2.2301455833583135,0.20872909940163117,0.15780919947019187,0.0012523983533432694,1.1935763896479172,0.004953867610230697,0.0,0.599999999999999,0.599999999999999,-2.6392546181855105,-1.8210365485311164,0.15535449869763907,0.16026390024274467,1.1838668091318651,1.2032859701639693
stable,0.6,1,fixed,100,0.0,0.0,0.1613485842803597,0.0011523181973669785,1.2213468739428688,0.005707464071349634,0.0,0.599999999999999,0.599999999999999,0.0,0.0,0.15909004061352042,0.16360712794719898,1.2101602443630235,1.232533503522714
stable,0.6,1,local,100,1.35790406942516,0.11896389031249184,0.16360032943755798,0.0012663134827449673,1.238011169031844,0.0061480231071762426,0.0,0.599999999999999,0.599999999999999,1.1247348444126761,1.591073294437644,0.16111835501137783,0.16608230386373812,1.2259610437417787,1.2500612943219094
stable,0.6,3,persistence,100,19.837140829313956,0.8180705166598606,0.28986121119630304,0.0023230828268521724,1.0,0.0,0.0,0.599999999999999,0.599999999999999,18.23372261666063,21.440559041967283,0.2853079688556728,0.2944144535369333,1.0,1.0
